NAME,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,ISO3
Iwokrama,Wilderness Reserve/Managed Resource Use Area,National,VI,Not Applicable,Designated,1996,Joint governance,GUY
Kaieteur National Park,National Park,National,II,Not Applicable,Designated,1929,Federal or national ministry or agency,GUY
Kanuku Mountains Protected Area,Managed Resource Use Area,National,VI,Not Applicable,Designated,2011,Federal or national ministry or agency,GUY
Shell Beach Protected Area,Managed Resource Use Area,National,VI,Not Applicable,Designated,2011,Federal or national ministry or agency,GUY
Shell Beach Protected Area,Managed Resource Use Area,National,VI,Not Applicable,Designated,2011,Federal or national ministry or agency,GUY
Historic Sanctuary of Machu Picchu,World Heritage Site (natural or mixed),International,Not Applicable,(i)(iii)(vii)(ix),Inscribed,1983,Not Reported,PER
Lago Titicaca (Peruvian sector),"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (v),Designated,1997,Not Reported,PER
Santuario Nacional Los Manglares de Tumbes,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii),Designated,1997,Not Reported,PER
Manglares de San Pedro de Vice,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (viii),Designated,2008,Not Reported,PER
Paracas,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii),Designated,1992,Not Reported,PER
Pacaya Samiria,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii),Designated,1992,Not Reported,PER
Santuario Nacional Lagunas de Mejía,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vi) (viii),Designated,1992,Not Reported,PER
Reserva Nacional de Junín,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (v),Designated,1997,Not Reported,PER
Zona Reservada Los Pantanos de Villa,"Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (v),Designated,1997,Not Reported,PER
Huascarán National Park,World Heritage Site (natural or mixed),International,Not Applicable,(vii)(viii),Inscribed,1985,Not Reported,PER
Manú National Park,World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,1987,Not Reported,PER
Río Abiseo National Park,World Heritage Site (natural or mixed),International,Not Applicable,(iii)(vii)(ix)(x),Inscribed,1990,Not Reported,PER
Asháninka,Communal Reserve,National,VI,Not Applicable,Designated,2003,Government-delegated management,PER
del Río Abiseo,National Park,National,II,Not Applicable,Designated,1983,Federal or national ministry or agency,PER
Bosque de Pómac,Historic Sanctuary,National,III,Not Applicable,Designated,2001,Federal or national ministry or agency,PER
Cordillera Azul,National Park,National,II,Not Applicable,Designated,2001,Government-delegated management,PER
El Sira,Communal Reserve,National,VI,Not Applicable,Designated,2001,Government-delegated management,PER
Machiguenga,Communal Reserve,National,VI,Not Applicable,Designated,2003,Government-delegated management,PER
Otishi,National Park,National,II,Not Applicable,Designated,2003,Federal or national ministry or agency,PER
Cordillera Huayhuash,Restricted Zone,National,Not Assigned,Not Applicable,Designated,1902,Federal or national ministry or agency,PER
Tambopata,National Reserve,National,VI,Not Applicable,Designated,2000,Government-delegated management,PER
Comunal Tamshiyacu Tahuayo,Regional Conservation Area,National,VI,Not Applicable,Designated,2009,Federal or national ministry or agency,PER
Vilacota Maure,Regional Conservation Area,National,VI,Not Applicable,Designated,2009,Federal or national ministry or agency,PER
Imiria,Regional Conservation Area,National,VI,Not Applicable,Designated,2010,Federal or national ministry or agency,PER
Ampiyacu Apayacu,Regional Conservation Area,National,VI,Not Applicable,Designated,2010,Federal or national ministry or agency,PER
Choquequirao,Regional Conservation Area,National,VI,Not Applicable,Designated,2010,Federal or national ministry or agency,PER
Bosque de Puya Raymondi - Titankayocc,Regional Conservation Area,National,VI,Not Applicable,Designated,2010,Federal or national ministry or agency,PER
Pacllón,Private Conservation Area,National,VI,Not Applicable,Designated,2005,Local communities,PER
Huayllapa,Private Conservation Area,National,VI,Not Applicable,Designated,2005,Local communities,PER
Bosques Tropicales Estacionalmente Secos del Marañón,Regional Conservation Area,National,VI,Not Applicable,Designated,2018,Federal or national ministry or agency,PER
Aurora,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Amazon Shelter,Private Conservation Area,National,VI,Not Applicable,Designated,2014,Individual landowners,PER
Espíritu del Monte,Private Conservation Area,National,VI,Not Applicable,Designated,2014,Individual landowners,PER
Las Panguanas 1,Private Conservation Area,National,VI,Not Applicable,Designated,2014,Individual landowners,PER
Kakiri Uka,Private Conservation Area,National,VI,Not Applicable,Designated,2014,Individual landowners,PER
Bosque Natural El Cañoncillo,Private Conservation Area,National,VI,Not Applicable,Designated,2004,Individual landowners,PER
Chaparrí,Private Conservation Area,National,VI,Not Applicable,Designated,2001,Local communities,PER
Jirishanca,Private Conservation Area,National,VI,Not Applicable,Designated,2007,Local communities,PER
Las Naranjas,Private Conservation Area,National,VI,Not Applicable,Proposed,2018,Individual landowners,PER
Bioparque Amazónico: Bosque de Huayo,Private Conservation Area,National,VI,Not Applicable,Proposed,2018,Individual landowners,PER
Fundo Rosita,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Sumac Quilla,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Sumac Pacha,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Sumac Inti,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Chakra Educativa,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Bahuaja 1,Private Conservation Area,National,VI,Not Applicable,Designated,2017,Individual landowners,PER
"Zoo Perú, parcela 132",Private Conservation Area,National,VI,Not Applicable,Designated,2017,Individual landowners,PER
Huascarán,National Park,National,II,Not Applicable,Designated,1975,Federal or national ministry or agency,PER
Aledaño a la Bocatoma del Canal Nuevo Imperial,Protection Forest,National,VI,Not Applicable,Designated,1980,Federal or national ministry or agency,PER
Allpahuayo  Mishana,National Reserve,National,VI,Not Applicable,Designated,2004,Federal or national ministry or agency,PER
Cerros de Amotape,National Park,National,II,Not Applicable,Designated,1975,Federal or national ministry or agency,PER
Bosques de Neblina y Páramos de Samanga,Private Conservation Area,National,VI,Not Applicable,Designated,2013,Local communities,PER
"Sistema de Islas, Islotes y Puntas Guaneras",National Reserve,National,VI,Not Applicable,Designated,2009,Federal or national ministry or agency,PER
Yanachaga - Chemillén,National Park,National,II,Not Applicable,Designated,1986,Federal or national ministry or agency,PER
los Manglares de Tumbes,National Sanctuary,National,III,Not Applicable,Designated,1988,Government-delegated management,PER
Bahuaja - Sonene,National Park,National,II,Not Applicable,Designated,1996,Government-delegated management,PER
de Ampay,National Sanctuary,National,III,Not Applicable,Designated,1987,Federal or national ministry or agency,PER
Chancaybaños,Restricted Zone,National,Not Assigned,Not Applicable,Designated,1996,Federal or national ministry or agency,PER
Santiago - Comaina,Restricted Zone,National,Not Assigned,Not Applicable,Designated,1999,Federal or national ministry or agency,PER
Tabaconas - Namballe,National Sanctuary,National,III,Not Applicable,Designated,1988,Federal or national ministry or agency,PER
Cordillera de Colán,National Sanctuary,National,III,Not Applicable,Designated,2009,Federal or national ministry or agency,PER
de Huayllay,National Sanctuary,National,III,Not Applicable,Designated,1974,Federal or national ministry or agency,PER
de Calipuy,National Sanctuary,National,III,Not Applicable,Designated,1981,Federal or national ministry or agency,PER
Puquio Santa Rosa,Protection Forest,National,VI,Not Applicable,Designated,1982,Federal or national ministry or agency,PER
Pui Pui,Protection Forest,National,VI,Not Applicable,Designated,1985,Federal or national ministry or agency,PER
de San Matías - San Carlos,Protection Forest,National,VI,Not Applicable,Designated,1987,Federal or national ministry or agency,PER
Alto Mayo,Protection Forest,National,VI,Not Applicable,Designated,1987,Government-delegated management,PER
de Pagaibamba,Protection Forest,National,VI,Not Applicable,Designated,1987,Federal or national ministry or agency,PER
Megantoni,National Sanctuary,National,III,Not Applicable,Designated,2004,Federal or national ministry or agency,PER
Laquipampa,Wildlife Refuge,National,IV,Not Applicable,Designated,2006,Federal or national ministry or agency,PER
de Salinas y Aguada Blanca,National Reserve,National,VI,Not Applicable,Designated,1979,Government-delegated management,PER
Pacaya - Samiria,National Reserve,National,VI,Not Applicable,Designated,1972,Federal or national ministry or agency,PER
del Manu,National Park,National,II,Not Applicable,Designated,1973,Federal or national ministry or agency,PER
Nor Yauyos - Cochas,Landscape Reserve,National,V,Not Applicable,Designated,2001,Federal or national ministry or agency,PER
Alto Purus,National Park,National,II,Not Applicable,Designated,2004,Federal or national ministry or agency,PER
Amarakaeri,Communal Reserve,National,VI,Not Applicable,Designated,2002,Government-delegated management,PER
de Paracas,National Reserve,National,VI,Not Applicable,Designated,1975,Federal or national ministry or agency,PER
Pampa Galeras Bárbara D' Achille,National Reserve,National,IV,Not Applicable,Designated,1967,Federal or national ministry or agency,PER
de Junín,National Reserve,National,VI,Not Applicable,Designated,1974,Federal or national ministry or agency,PER
del Titicaca,National Reserve,National,VI,Not Applicable,Designated,1978,Federal or national ministry or agency,PER
de Lachay,National Reserve,National,VI,Not Applicable,Designated,1977,Federal or national ministry or agency,PER
Tingo María,National Park,National,II,Not Applicable,Designated,1965,Federal or national ministry or agency,PER
de Cutervo,National Park,National,II,Not Applicable,Designated,1961,Federal or national ministry or agency,PER
de Machupicchu,Historic Sanctuary,National,III,Not Applicable,Designated,1981,Federal or national ministry or agency,PER
Chacamarca,Historic Sanctuary,National,III,Not Applicable,Designated,1974,Federal or national ministry or agency,PER
de Calipuy,National Reserve,National,VI,Not Applicable,Designated,1981,Federal or national ministry or agency,PER
de la Pampa de Ayacucho,Historic Sanctuary,National,III,Not Applicable,Designated,1980,Federal or national ministry or agency,PER
Pampa Hermosa,National Sanctuary,National,III,Not Applicable,Designated,2009,Federal or national ministry or agency,PER
Yanesha,Communal Reserve,National,VI,Not Applicable,Designated,1988,Government-delegated management,PER
Sunchubamba,Hunting Preserve,National,VI,Not Applicable,Designated,1977,Federal or national ministry or agency,PER
El Angolo,Hunting Preserve,National,VI,Not Applicable,Designated,1975,Government-delegated management,PER
Los Pantanos de Villa,Wildlife Refuge,National,IV,Not Applicable,Designated,2006,Federal or national ministry or agency,PER
Matsés,National Reserve,National,VI,Not Applicable,Designated,2009,Federal or national ministry or agency,PER
Tuntanain,Communal Reserve,National,VI,Not Applicable,Designated,2007,Government-delegated management,PER
Ichigkat Muja - Cordillera del Cóndor,National Park,National,II,Not Applicable,Designated,2007,Federal or national ministry or agency,PER
Chayu Nain,Communal Reserve,National,VI,Not Applicable,Designated,2009,Government-delegated management,PER
Río Nieva,Restricted Zone,National,Not Assigned,Not Applicable,Designated,2010,Federal or national ministry or agency,PER
Lomas de Ancón,Restricted Zone,National,Not Assigned,Not Applicable,Designated,2010,Federal or national ministry or agency,PER
Selva Virgen,Private Conservation Area,National,VI,Not Applicable,Designated,2013,Individual landowners,PER
Bosque de Zárate,Restricted Zone,National,Not Assigned,Not Applicable,Designated,2010,Federal or national ministry or agency,PER
Reserva Paisajística Cerro Khapia,Restricted Zone,National,Not Assigned,Not Applicable,Designated,2011,Federal or national ministry or agency,PER
Bosques Nublados de Udima,Wildlife Refuge,National,IV,Not Applicable,Designated,2011,Federal or national ministry or agency,PER
Sierra del Divisor,Restricted Zone,National,Not Assigned,Not Applicable,Designated,2006,Federal or national ministry or agency,PER
San Fernando,National Reserve,National,VI,Not Applicable,Designated,2011,Federal or national ministry or agency,PER
Huamanmarca - Ochuro - Tumpullo,Private Conservation Area,National,VI,Not Applicable,Designated,2008,Local communities,PER
Illescas,Restricted Zone,National,Not Assigned,Not Applicable,Designated,2010,Federal or national ministry or agency,PER
Ancón,Restricted Zone,National,Not Assigned,Not Applicable,Designated,2011,Federal or national ministry or agency,PER
La Pampa del Burro,Private Conservation Area,National,VI,Not Applicable,Designated,2013,Local communities,PER
Paraíso Natural Iwirati,Private Conservation Area,National,VI,Not Applicable,Designated,2014,Local communities,PER
Laguna de Huacachina,Regional Conservation Area,National,VI,Not Applicable,Designated,2014,Federal or national ministry or agency,PER
Güeppi-Sekime,National Park,National,II,Not Applicable,Designated,2012,Federal or national ministry or agency,PER
Huimeki,Communal Reserve,National,VI,Not Applicable,Designated,2012,Federal or national ministry or agency,PER
Airo Pai,Communal Reserve,National,VI,Not Applicable,Designated,2012,Government-delegated management,PER
Cordillera Escalera,Regional Conservation Area,National,VI,Not Applicable,Designated,2005,Federal or national ministry or agency,PER
Abra Málaga Thastayoc - Royal Cinclodes,Private Conservation Area,National,VI,Not Applicable,Designated,2009,For-profit organisations,PER
Albúfera de Medio Mundo,Regional Conservation Area,National,VI,Not Applicable,Designated,2007,Federal or national ministry or agency,PER
Huiquilla,Private Conservation Area,National,VI,Not Applicable,Designated,2006,Individual landowners,PER
San Antonio,Private Conservation Area,National,VI,Not Applicable,Designated,2007,Individual landowners,PER
Uchumiri,Private Conservation Area,National,VI,Not Applicable,Designated,2009,Local communities,PER
Llamac,Private Conservation Area,National,VI,Not Applicable,Designated,2009,Local communities,PER
Mantanay,Private Conservation Area,National,VI,Not Applicable,Designated,2010,For-profit organisations,PER
Humedales de Ventanilla,Regional Conservation Area,National,VI,Not Applicable,Designated,2006,Federal or national ministry or agency,PER
Los Chilchos,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Local communities,PER
Las Panguanas 3,Private Conservation Area,National,VI,Not Applicable,Designated,2013,Individual landowners,PER
Hatun Queuña-Quishuarani Ccollana,Private Conservation Area,National,VI,Not Applicable,Designated,2009,Local communities,PER
Abra Patricia - Alto Nieva,Private Conservation Area,National,VI,Not Applicable,Designated,2007,Non-profit organisations,PER
Refugio K'erenda Homet,Private Conservation Area,National,VI,Not Applicable,Designated,2010,Individual landowners,PER
Choquechaca,Private Conservation Area,National,VI,Not Applicable,Designated,2010,Local communities,PER
Bosque Seco Amotape,Private Conservation Area,National,VI,Not Applicable,Designated,2010,Individual landowners,PER
Herman Dantas,Private Conservation Area,National,VI,Not Applicable,Designated,2010,Individual landowners,PER
Selva Botánica,Private Conservation Area,National,VI,Not Applicable,Designated,2010,Individual landowners,PER
Juningue,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Individual landowners,PER
Sele Tecse - Lares Ayllu,Private Conservation Area,National,VI,Not Applicable,Designated,2010,Local communities,PER
Tambo Ilusión,Private Conservation Area,National,VI,Not Applicable,Designated,2010,Individual landowners,PER
Tilacancha,Private Conservation Area,National,VI,Not Applicable,Designated,2010,Local communities,PER
Bahuaja,Private Conservation Area,National,VI,Not Applicable,Designated,2010,Individual landowners,PER
Tutusima,Private Conservation Area,National,VI,Not Applicable,Designated,2010,Individual landowners,PER
Habana Rural Inn,Private Conservation Area,National,VI,Not Applicable,Designated,2010,Individual landowners,PER
Alto Nanay-Pintuyacu-Chambira,Regional Conservation Area,National,VI,Not Applicable,Designated,2011,Federal or national ministry or agency,PER
Angostura Faical,Regional Conservation Area,National,VI,Not Applicable,Designated,2011,Federal or national ministry or agency,PER
Pampacorral,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Local communities,PER
Qosqoccahuarina,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Local communities,PER
Hierba Buena - Allpayacu,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Local communities,PER
Bosque Huacrupe - La Calera,Regional Conservation Area,National,VI,Not Applicable,Designated,2011,Federal or national ministry or agency,PER
Lomas de Atiquipa,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Local communities,PER
Huaylla Belén - Colcamar,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Local communities,PER
Milpuj - La Heredad,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Individual landowners,PER
La Huerta del Chaparrí,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Individual landowners,PER
Larga Vista II,Private Conservation Area,National,VI,Not Applicable,Designated,2013,Individual landowners,PER
Bosque Moyán - Palacio,Regional Conservation Area,National,VI,Not Applicable,Designated,2011,Federal or national ministry or agency,PER
Inotawa-2,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Individual landowners,PER
San Juan Bautista,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Individual landowners,PER
Boa Wadack Dari,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Individual landowners,PER
Nuevo Amanecer,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Individual landowners,PER
Pucunucho,Private Conservation Area,National,VI,Not Applicable,Designated,2013,Individual landowners,PER
San Marcos,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Local communities,PER
Taypipiña,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Individual landowners,PER
Checca,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Individual landowners,PER
El Gato,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Individual landowners,PER
Bosque Benjamín I,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Individual landowners,PER
Sierra del Divisor,National Park,National,II,Not Applicable,Designated,2015,Federal or national ministry or agency,PER
Copallín,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Local communities,PER
Amazon Natural Park,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Individual landowners,PER
Maijuna Kichwa,Regional Conservation Area,National,VI,Not Applicable,Designated,2015,Federal or national ministry or agency,PER
Huaytapallana,Regional Conservation Area,National,VI,Not Applicable,Designated,2011,Federal or national ministry or agency,PER
Pillco Grande - Bosque de Pumataki,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Local communities,PER
Bosque de Palmeras de la Comunidad Campesina Taulia Molinopampa,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Local communities,PER
Gotas de Agua II,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Individual landowners,PER
Bosque Berlín,Private Conservation Area,National,VI,Not Applicable,Designated,2013,Individual landowners,PER
Panguana,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Individual landowners,PER
Japu - Bosque Ukumari Llaqta,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Local communities,PER
Microcuenca de Paria,Private Conservation Area,National,VI,Not Applicable,Designated,2011,Local communities,PER
Bosques Montanos y Páramos de Huaricancha,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Local communities,PER
Yacila de Zamba,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Local communities,PER
Bosque Seco de Chililique Alto,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Local communities,PER
Bosque de Neblina Aypate - Olleros,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Local communities,PER
Fundo Cadena,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Larga Vista I,Private Conservation Area,National,VI,Not Applicable,Designated,2013,Individual landowners,PER
Bosque Benjamín II,Private Conservation Area,National,VI,Not Applicable,Designated,2013,Individual landowners,PER
Bosque Benjamín III,Private Conservation Area,National,VI,Not Applicable,Designated,2013,Individual landowners,PER
Las Panguanas 4,Private Conservation Area,National,VI,Not Applicable,Designated,2013,Individual landowners,PER
Los Bosques de Overal y Palo Blanco,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Local communities,PER
Ebio Kiabamene,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Local communities,PER
Inotawa-1,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Individual landowners,PER
Gotas de Agua I,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Individual landowners,PER
Las Panguanas 2,Private Conservation Area,National,VI,Not Applicable,Designated,2013,Individual landowners,PER
Cavernas de Leo,Private Conservation Area,National,VI,Not Applicable,Designated,2014,Individual landowners,PER
Ilish Pichacoto,Private Conservation Area,National,VI,Not Applicable,Designated,2014,Local communities,PER
Lagunas y Páramos de Andinos de San José de Tapal,Private Conservation Area,National,VI,Not Applicable,Designated,2015,Local communities,PER
Bosque de Nogal y Bosque de Puentecilla,Private Conservation Area,National,VI,Not Applicable,Designated,2015,Local communities,PER
Santa Catalina de Moza,Private Conservation Area,National,VI,Not Applicable,Designated,2017,Local communities,PER
Llamapampa - La Jalca,Private Conservation Area,National,VI,Not Applicable,Designated,2015,Local communities,PER
Wacan Numi,Private Conservation Area,National,VI,Not Applicable,Designated,2015,Individual landowners,PER
Botafogo,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Bosques de Cuyas Cuchayo,Private Conservation Area,National,VI,Not Applicable,Designated,2015,Local communities,PER
Ronsoco Cocha,Private Conservation Area,National,VI,Not Applicable,Designated,2015,Local communities,PER
Siete Cataratas - Qanchis Paccha,Private Conservation Area,National,VI,Not Applicable,Designated,2015,Local communities,PER
El Cortijo,Private Conservation Area,National,VI,Not Applicable,Designated,2015,Individual landowners,PER
San Pedro de Chuquibamba,Private Conservation Area,National,VI,Not Applicable,Designated,2015,Local communities,PER
Mangamanguilla de la Asociación Agraria Manga Manga de Salitral,Private Conservation Area,National,VI,Not Applicable,Designated,2016,For-profit organisations,PER
"Los Bosques de Dotor, Hualtacal, Pueblo Libre, La Jardina y Chorro Blanco",Private Conservation Area,National,VI,Not Applicable,Designated,2016,Local communities,PER
Bosque Seco de la Comunidad Campesina Cesar Vallejo de Palo Blanco,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Local communities,PER
Santuario de La Verónica,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Bosques Montanos y Páramos Chicuate - Chinguelas,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Local communities,PER
Palmonte,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Sabalillo,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Matoriato,Private Conservation Area,National,VI,Not Applicable,Designated,2017,Local communities,PER
Machusaniaca II,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Lomas del Cerro Campana,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Non-profit organisations,PER
Machusaniaca I,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
San Luis,Private Conservation Area,National,VI,Not Applicable,Designated,2015,Individual landowners,PER
Camino Verde Baltimore,Private Conservation Area,National,VI,Not Applicable,Designated,2012,Individual landowners,PER
Zaragoza,Private Conservation Area,National,VI,Not Applicable,Designated,2017,Individual landowners,PER
Fundo Las Neblinas,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Bosque Seco de Colina Juan Velasco Alvarado,Private Conservation Area,National,VI,Not Applicable,Designated,2017,Local communities,PER
Purus,Communal Reserve,National,VI,Not Applicable,Designated,2004,Government-delegated management,PER
Tambopata Eco Lodge,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Lakshmi Amazónica,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Individual landowners,PER
Wayqecha,Private Conservation Area,National,VI,Not Applicable,Designated,2016,Non-profit organisations,PER
Páramos y Bosques Montanos de la Comunidad Campesina San Juan de Sallique,Private Conservation Area,National,VI,Not Applicable,Designated,2017,Local communities,PER
"Zoo Perú, parcela 130",Private Conservation Area,National,VI,Not Applicable,Designated,2017,Individual landowners,PER
Bosque Seco San Juan de los Guayaquiles,Private Conservation Area,National,VI,Not Applicable,Designated,2017,Local communities,PER
Bosque de Churumazú,Private Conservation Area,National,VI,Not Applicable,Designated,2017,Individual landowners,PER
Darshan Ashram,Private Conservation Area,National,VI,Not Applicable,Designated,2017,For-profit organisations,PER
Tres Cañones,Regional Conservation Area,National,VI,Not Applicable,Designated,2017,Federal or national ministry or agency,PER
Yaguas,National Park,National,II,Not Applicable,Designated,2018,Federal or national ministry or agency,PER
Lagunas de Mejía,National Sanctuary,National,III,Not Applicable,Designated,1984,Federal or national ministry or agency,PER
de Tumbes,National Reserve,National,VI,Not Applicable,Designated,2006,Federal or national ministry or agency,PER
Subcuenca del Cotahuasi,Landscape Reserve,National,V,Not Applicable,Designated,2005,Federal or national ministry or agency,PER
Pucacuro,National Reserve,National,VI,Not Applicable,Designated,2010,Federal or national ministry or agency,PER
Bosques Secos de Salitral - Huarmaca,Regional Conservation Area,National,VI,Not Applicable,Designated,2011,Government-delegated management,PER
Vista Alegre-Omia,Regional Conservation Area,National,VI,Not Applicable,Designated,2018,Federal or national ministry or agency,PER
Comunal Cujillo,Private Conservation Area,National,VI,Not Applicable,Designated,2018,Local communities,PER
Monte Puyo ( Bosque de Nubes ),Communal Reserve,National,VI,Not Applicable,Designated,2018,Local communities,PER
Refugio Lupuna,Private Conservation Area,National,VI,Not Applicable,Designated,2018,Individual landowners,PER
Copal Cuilungo,Communal Reserve,National,VI,Not Applicable,Designated,2018,Local communities,PER
Páramos y Bosques Montanos San Miguel de Tabaconas,Communal Reserve,National,VI,Not Applicable,Designated,2018,Local communities,PER
El Cortijo Centro Piedras,Private Conservation Area,National,VI,Not Applicable,Designated,2018,Individual landowners,PER
Villa Josefina,Natural Private Reserve,National,IV,Not Applicable,Designated,2013,Not Reported,PRY
Cerro Chovoreca,Natural Monument,National,III,Not Applicable,Designated,2001,Not Reported,PRY
Humedales del Bajo Chaco,Managed Resource Reserve,National,VI,Not Applicable,Designated,2011,Not Reported,PRY
Cañada El Carmen,Natural Private Reserve,National,IV,Not Applicable,Designated,2005,Not Reported,PRY
Arcadia,Natural Private Reserve,National,IV,Not Applicable,Designated,2011,Not Reported,PRY
Punie Pasoi,Natural Private Reserve,National,IV,Not Applicable,Designated,2008,Not Reported,PRY
Yaguarete Pora,Natural Private Reserve,National,IV,Not Applicable,Designated,2008,Not Reported,PRY
Capiibary,Ecological Reserve,National,Not Reported,Not Applicable,Designated,2002,Not Reported,PRY
Estero Milagro,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii) (iii) (iv),Designated,1995,Not Reported,PRY
Laguna Teniente Rojas Silva,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii) (iii) (iv),Designated,2004,Federal or national ministry or agency,PRY
Lago Ypacarai,Managed Resource Reserve,National,VI,Not Applicable,Designated,2014,Not Reported,PRY
Cerro Koi,Natural Monument,National,III,Not Applicable,Designated,1993,Not Reported,PRY
Cerro Chorori,Natural Monument,National,III,Not Applicable,Designated,1993,Not Reported,PRY
Bosque Mbaracayú,Natural Private Reserve,National,IV,Not Applicable,Designated,1991,Not Reported,PRY
Lago Ypoa,National Park,National,II,Not Applicable,Designated,1992,Not Reported,PRY
Cerro Cora,National Park,National,II,Not Applicable,Designated,1976,Not Reported,PRY
Cerro Dos de Oro,Protected landscape,National,V,Not Applicable,Designated,2006,Not Reported,PRY
Tinfunque,National Park,National,II,Not Applicable,Designated,1966,Not Reported,PRY
Mbaracayú,UNESCO-MAB Biosphere Reserve,International,Not Reported,Not Applicable,Designated,2001,Not Reported,PRY
Teniente Agripino Enciso,National Park,National,II,Not Applicable,Designated,1980,Not Reported,PRY
Laguna Sisi,Natural Monument,National,III,Not Applicable,Designated,2012,Not Reported,PRY
Caazapa,National Park,National,II,Not Applicable,Designated,1973,Not Reported,PRY
Laguna Méndez,Natural Monument,National,III,Not Applicable,Designated,2012,Not Reported,PRY
Ybycui,National Park,National,II,Not Applicable,Designated,1973,Not Reported,PRY
Yabebyry,Wildlife Refuge,National,IV,Not Applicable,Designated,1993,Not Reported,PRY
Serrania San Luis,National Park,National,II,Not Applicable,Designated,1991,Not Reported,PRY
Paso Bravo,National Park,National,II,Not Applicable,Designated,1998,Not Reported,PRY
Ñu Guazu,Managed Resource Reserve,National,VI,Not Applicable,Designated,2006,Not Reported,PRY
Jukyty Guasú,Other Categories,National,Not Reported,Not Applicable,Designated,2011,Not Reported,PRY
Bosque Yvyraty,Natural Private Reserve,National,IV,Not Applicable,Designated,2010,Not Reported,PRY
Bella Vista,National Park,National,II,Not Applicable,Designated,1998,Not Reported,PRY
